,label
xor801,4
xor2124,4
xor3051,5
xor3634,3
xor897,6
xor1470,2
xor3296,5
xor829,6
xor2565,6
xor3762,4
xor300,4
xor3220,4
xor359,3
xor483,7
xor3625,5
xor536,7
xor550,6
xor839,7
xor2153,5
xor2991,5
xor3733,3
xor3743,5
xor381,5
xor1992,5
xor2037,4
xor2924,7
xor3711,5
xor335,5
xor1123,5
xor2354,4
xor2916,6
xor2931,7
xor806,5
xor2694,6
xor4065,4
xor719,5
xor1512,5
xor2427,6
xor3249,6
xor3537,2
xor77,5
xor2443,5
xor3032,5
xor3732,6
xor3908,2
xor704,5
xor1565,4
xor2791,5
xor3251,6
xor4014,5
xor2367,5
xor3505,5
xor3707,3
xor2505,4
xor2745,7
xor3065,5
xor3270,6
xor3316,5
xor3395,5
xor104,4
xor201,4
xor3503,5
xor3972,4
xor597,7
xor1683,4
xor2475,6
xor3261,6
xor3807,2
xor3849,0
xor176,4
xor785,6
xor803,5
xor1200,5
xor1803,3
xor1847,3
xor2052,4
xor3268,7
xor3492,5
xor528,7
xor3801,0
xor3833,1
xor950,6
xor1394,3
xor2053,4
xor2182,5
xor2200,5
xor2334,5
xor3282,5
xor3810,3
xor333,7
xor1082,4
xor2733,6
xor105,4
xor607,7
xor1163,6
xor1281,6
xor1440,6
xor2503,4
xor2507,4
xor1815,5
xor932,5
xor910,6
xor2420,6
xor3222,4
xor3421,6
xor3507,4
xor416,4
xor2535,5
xor3039,5
xor3602,4
xor287,3
xor1058,5
xor2457,5
xor2752,6
xor3215,5
xor2213,4
xor180,4
xor403,5
xor1038,6
xor1690,5
xor1806,4
xor1922,3
xor2270,4
xor2396,2
xor2591,6
xor2875,5
xor1493,3
xor2146,5
xor2480,6
xor3244,4
xor655,5
xor2324,5
xor914,6
xor3075,6
xor4071,4
xor723,3
xor1177,8
xor1889,4
xor2978,8
xor189,5
xor448,5
xor1051,6
xor1902,3
xor2728,5
xor3035,6
xor3173,5
xor36,6
xor974,6
xor1202,7
xor1938,5
xor2232,4
xor279,4
xor2801,6
xor3498,4
xor337,7
xor647,5
xor1638,4
xor249,4
xor831,6
xor3394,5
xor573,8
xor1220,5
xor3544,4
xor1080,6
xor1603,4
xor4033,3
xor79,4
xor131,5
xor160,5
xor2001,5
xor2066,2
xor3640,4
xor3799,1
xor207,3
xor601,4
xor412,5
xor455,4
xor542,6
xor1439,5
xor3469,4
xor132,5
xor1402,5
xor1441,6
xor1791,6
xor2185,5
xor672,5
xor2911,7
xor367,5
xor3171,5
xor736,5
xor3786,3
xor848,7
xor1665,4
xor2714,5
xor134,6
xor1147,4
xor2042,4
xor3011,5
xor3114,6
xor3413,7
xor3622,5
xor1666,6
xor2838,5
xor3398,3
xor30,6
xor722,4
xor746,5
xor1260,4
xor2250,6
xor3630,4
xor1629,4
xor2069,3
xor431,4
xor930,6
xor1356,6
xor1579,5
xor1832,2
xor2253,4
xor3054,6
xor3125,5
xor360,5
xor511,6
xor2310,4
xor2759,5
xor3963,4
xor825,6
xor1859,5
xor2652,8
xor2207,5
xor3894,3
xor370,5
xor589,6
xor1694,4
xor1802,4
xor3949,6
xor304,4
xor1011,4
xor1290,4
xor2121,5
xor173,6
xor371,6
xor616,5
xor702,7
xor2076,6
xor2235,5
xor1975,3
xor193,4
xor291,5
xor605,5
xor3158,4
xor3577,3
xor48,4
xor720,4
xor1416,5
xor1954,4
xor3667,4
xor3832,2
xor489,6
xor1340,7
xor430,3
xor853,7
xor2453,5
xor781,4
xor1399,5
xor2695,5
xor2936,6
xor3057,5
xor3197,6
xor3255,9
xor198,4
xor1157,4
xor3203,4
xor4143,3
xor574,7
xor2562,9
xor3623,4
xor3917,3
xor418,5
xor3699,3
xor274,7
xor376,5
xor1274,5
xor1476,2
xor2700,5
xor2961,5
xor3357,6
xor471,4
xor670,6
xor724,6
xor1397,3
xor1529,5
xor1556,3
xor1592,5
xor3274,6
xor1460,3
xor1778,5
xor3684,5
xor3720,3
xor518,6
xor869,5
xor1048,5
xor1861,5
xor1904,4
xor2921,5
xor3611,5
xor3784,4
xor4100,4
xor731,6
xor868,5
xor1257,5
xor2612,7
xor3753,6
xor299,4
xor3212,5
xor116,5
xor1456,4
xor1631,3
xor1978,5
xor2678,4
xor2821,5
xor3461,6
xor3955,4
xor289,4
xor2768,8
xor3163,6
xor3504,5
xor750,5
xor1168,4
xor1419,5
xor3578,4
xor3722,4
xor4086,4
xor345,5
xor2656,4
xor673,5
xor951,6
xor1342,7
xor1685,4
xor1927,3
xor2081,5
xor2492,4
xor665,4
xor838,6
xor1000,5
xor1291,3
xor1756,2
xor2592,6
xor3443,6
xor72,5
xor929,5
xor984,5
xor2958,6
xor2998,5
xor457,5
xor2919,6
xor2,6
xor2847,5
xor466,4
xor1358,4
xor1377,6
xor2212,5
xor2351,5
xor3378,3
xor3725,3
xor3823,2
xor221,2
xor804,5
xor1071,7
xor2025,2
xor2288,3
xor3735,4
xor3883,5
xor4004,2
xor156,4
xor703,5
xor749,6
xor1737,4
xor497,7
xor1181,7
xor1499,3
xor2509,4
xor3143,4
xor3860,5
xor1836,6
xor2217,5
xor3312,7
xor424,4
xor717,6
xor787,5
xor1686,4
xor1886,3
xor3231,5
xor188,5
xor348,5
xor2639,7
xor3069,6
xor3485,4
xor3838,1
xor273,6
xor1998,5
xor3178,5
xor42,6
xor1744,4
xor1814,5
xor2299,1
xor2463,4
xor1061,5
xor1359,5
xor1837,6
xor2248,3
xor3177,3
xor3660,5
xor1259,5
xor3637,3
xor1908,3
xor2159,4
xor1019,5
xor1102,5
xor1307,4
xor2485,3
xor2709,5
xor3976,4
xor186,5
xor275,5
xor2184,5
xor2589,7
xor3162,4
xor3824,0
xor4118,4
xor901,7
xor2408,4
xor3214,4
xor2012,3
xor2610,7
xor2746,6
xor3424,6
xor3992,2
xor61,4
xor436,3
xor1374,6
xor1797,4
xor3096,5
xor3202,5
xor246,4
xor996,6
xor1086,4
xor1819,4
xor247,4
xor847,6
xor861,6
xor2028,2
xor778,5
xor867,6
xor1909,4
xor1920,1
xor2412,5
xor2829,4
xor281,3
xor2487,4
xor2730,5
xor3620,5
xor3680,5
xor880,5
xor3488,6
xor935,5
xor1535,5
xor1952,2
xor2719,5
xor3933,4
xor4087,4
xor1717,1
xor3454,5
xor3508,4
xor4030,4
xor1212,5
xor1965,2
xor2216,4
xor2424,5
xor3190,6
xor413,6
xor1857,4
xor2620,8
xor10,7
xor1326,5
xor1433,6
xor513,7
xor1613,3
xor1748,0
xor2539,2
xor2774,5
xor3470,3
xor748,6
xor1025,7
xor3029,7
xor3558,2
xor3968,4
xor3113,6
xor2769,7
xor3157,5
xor994,5
xor1716,2
xor2326,4
xor3127,6
xor3885,5
xor506,7
xor912,5
xor1917,3
xor25,6
xor889,7
xor1002,5
xor1548,4
xor1637,4
xor1701,4
xor1789,5
xor2065,3
xor2123,4
xor3198,6
xor3233,4
xor235,5
xor408,3
xor277,4
xor1867,4
xor3187,6
xor85,4
xor2593,6
xor2795,5
xor3819,1
xor688,7
xor699,6
xor1323,6
xor1584,5
xor1951,3
xor2494,5
xor2862,5
xor3136,6
xor1413,6
xor1964,0
xor3836,1
xor4034,2
xor4085,4
xor1171,5
xor3795,0
xor40,5
xor1046,6
xor1478,2
xor2645,7
xor2873,5
xor374,6
xor2982,6
xor3151,7
xor203,4
xor1443,4
xor2874,5
xor2890,7
xor3654,4
xor2295,4
xor361,4
xor485,7
xor1412,6
xor1445,4
xor3341,5
xor3863,4
xor2681,5
xor3666,5
xor2031,3
xor2122,5
xor3062,6
xor4009,2
xor138,4
xor440,4
xor1854,5
xor1958,2
xor2197,4
xor475,3
xor578,6
xor2486,4
xor971,6
xor3156,6
xor3426,5
xor3793,1
xor4000,3
xor1335,3
xor1454,5
xor3195,6
xor177,4
xor679,5
xor2715,5
xor3553,1
xor1280,5
xor2054,4
xor3404,4
xor3584,6
xor827,7
xor1369,5
xor2624,6
xor2651,6
xor2899,4
xor3353,5
xor625,6
xor1219,5
xor1530,6
xor1674,5
xor2436,5
xor2876,4
xor3022,5
xor3597,7
xor3909,2
xor148,3
xor1495,3
xor1712,2
xor1983,5
xor2178,4
xor2567,7
xor3436,5
xor856,6
xor1121,6
xor1809,5
xor1810,6
xor2089,5
xor3272,6
xor3317,4
xor354,5
xor2179,5
xor1059,5
xor1766,1
xor3342,3
xor802,5
xor1566,3
xor2600,7
xor3027,6
xor3475,5
xor580,4
xor898,6
xor1149,3
xor2778,7
xor2817,5
xor3369,5
xor49,4
xor119,5
xor159,5
xor2422,5
xor2879,5
xor3468,5
xor3626,4
xor3646,5
xor1794,5
xor3678,4
xor864,6
xor2546,4
xor2723,5
xor3094,5
xor473,6
xor1338,6
xor800,4
xor1278,5
xor1945,3
xor2316,4
xor2411,5
xor3097,4
xor1083,7
xor1743,1
xor2102,5
xor553,7
xor1921,4
xor2986,6
xor1292,4
xor1481,2
xor1583,4
xor2328,4
xor3670,5
xor1557,4
xor2758,6
xor2222,5
xor3297,6
xor3320,4
xor305,4
xor355,5
xor1026,6
xor1606,4
xor1816,5
xor3685,5
xor4103,3
xor479,6
xor965,6
xor2276,5
xor3147,7
xor604,4
xor970,6
xor1480,1
xor2910,7
xor3409,5
xor3920,8
xor86,4
xor991,6
xor2682,6
xor191,5
xor1087,6
xor3462,6
xor3708,3
xor3973,5
xor631,6
xor1345,6
xor1384,5
xor2224,3
xor331,6
xor641,6
xor1680,5
xor1883,5
xor3439,7
xor1186,5
xor1442,5
xor1568,3
xor2498,5
xor2734,5
xor3077,5
xor3225,3
xor3229,6
xor3812,1
xor123,4
xor727,8
xor919,5
xor2595,7
xor3082,5
xor3241,5
xor3988,5
xor854,8
xor878,6
xor1016,7
xor3463,6
xor402,4
xor558,6
xor705,5
xor1479,2
xor1707,3
xor2618,6
xor3286,4
xor3315,5
xor31,6
xor391,5
xor694,5
xor1030,7
xor1055,6
xor1939,3
xor2552,2
xor2779,5
xor2975,7
xor3131,6
xor3285,5
xor3414,6
xor3969,2
xor4028,2
xor1562,3
xor1996,4
xor2041,2
xor2079,6
xor2135,4
xor2799,3
xor621,5
xor2278,4
xor2568,7
xor3314,6
xor95,3
xor816,7
xor1135,4
xor1987,4
xor318,5
xor522,6
xor961,5
xor1368,6
xor1570,5
xor2405,5
xor1489,4
xor1515,4
xor1980,5
xor2055,4
xor43,5
xor293,4
xor379,5
xor2100,6
xor2905,6
xor3562,6
xor3718,3
xor1029,6
xor1518,4
xor2472,6
xor3804,1
xor3954,3
xor199,5
xor1247,6
xor2451,4
xor2937,6
xor4127,5
xor3186,6
xor3250,6
xor3406,5
xor3898,2
xor498,8
xor1695,2
xor2884,7
xor4112,4
xor924,4
xor2112,6
xor2749,5
xor2913,7
xor4027,3
xor181,4
xor1239,5
xor2043,3
xor3021,6
xor3227,5
xor4064,5
xor4126,6
xor1751,1
xor2078,6
xor656,6
xor1520,5
xor2026,4
xor14,6
xor3185,5
xor3299,6
xor3560,1
xor3961,3
xor1834,5
xor2096,5
xor538,7
xor1310,4
xor1509,7
xor2818,5
xor3509,6
xor3930,5
xor936,6
xor1466,2
xor1605,4
xor1782,5
xor2602,7
xor3989,4
xor992,6
xor2616,6
xor3444,6
xor3752,4
xor3785,2
xor168,3
xor1572,4
xor3252,3
xor398,5
xor2125,4
xor2383,2
xor3072,6
xor3200,6
xor3523,4
xor17,4
xor917,7
xor1706,2
xor1846,4
xor2137,4
xor3281,5
xor3291,6
xor3996,1
xor913,5
xor1264,4
xor1824,5
xor2806,5
xor70,5
xor547,7
xor1464,1
xor2005,4
xor3264,5
xor3300,6
xor742,5
xor790,5
xor1884,2
xor2679,4
xor256,5
xor2152,3
xor686,6
xor788,4
xor2313,3
xor2530,4
xor3491,5
xor1378,5
xor1772,1
xor2010,4
xor2265,5
xor2285,3
xor3744,3
xor1032,6
xor2171,3
xor2815,5
xor2981,6
xor330,5
xor713,5
xor1457,3
xor2433,5
xor3330,5
xor619,5
xor758,4
xor1833,2
xor2333,4
xor1094,6
xor1430,5
xor1573,5
xor3108,6
xor4035,2
xor4043,1
xor322,4
xor2254,5
xor3792,2
xor2580,7
xor2794,5
xor706,4
xor1534,5
xor3586,6
xor3974,4
xor1024,6
xor1073,7
xor1085,6
xor2409,7
xor3325,5
xor154,3
xor434,4
xor2097,5
xor4022,3
xor1614,3
xor1779,5
xor2256,4
xor3696,4
xor1633,4
xor1882,4
xor3153,8
xor3515,5
xor954,7
xor1364,7
xor3481,6
xor67,4
xor633,5
xor1708,4
xor2429,4
xor3870,5
xor1360,5
xor2545,4
xor3076,5
xor112,5
xor751,5
xor1759,1
xor1801,5
xor3445,5
xor3770,4
xor4023,2
xor357,5
xor789,5
xor1781,5
xor1853,4
xor3248,5
xor3676,5
xor369,4
xor2196,4
xor2979,7
xor3455,5
xor4049,4
xor1318,5
xor1765,1
xor2063,4
xor3843,0
xor540,6
xor963,5
xor1510,6
xor2525,4
xor1185,6
xor1206,5
xor1984,4
xor2403,5
xor3396,4
xor3693,5
xor941,6
xor1979,6
xor2030,5
xor3293,5
xor3344,4
xor303,4
xor2653,7
xor3056,7
xor4083,3
xor265,5
xor1153,6
xor1539,4
xor2219,5
xor4115,4
xor609,6
xor1079,5
xor2374,3
xor3639,4
xor1353,6
xor2393,4
xor2573,7
xor52,5
xor145,5
xor1258,5
xor3501,6
xor3783,3
xor1636,5
xor2120,5
xor2673,7
xor3636,3
xor266,5
xor1069,4
xor2626,6
xor1876,3
xor3950,4
xor358,4
xor709,6
xor2056,4
xor2067,3
xor3099,6
xor239,4
xor767,5
xor2111,7
xor3115,5
xor3446,6
xor523,6
xor810,6
xor2983,6
xor3648,4
xor3662,5
xor3705,4
xor3015,5
xor3366,4
xor3657,6
xor3895,4
xor395,4
xor494,8
xor1205,5
xor1405,6
xor1496,3
xor2158,4
xor2581,7
xor3323,6
xor4010,2
xor2206,6
xor2766,6
xor892,6
xor2164,3
xor2619,6
xor2743,6
xor2826,5
xor453,3
xor962,7
xor2441,4
xor1776,5
xor2858,4
xor3644,3
xor2129,5
xor2677,4
xor1970,1
xor3144,4
xor3563,3
xor3947,4
xor754,4
xor1008,6
xor1504,5
xor1823,5
xor771,5
xor1600,5
xor2830,4
xor3019,6
xor3874,4
xor4136,4
xor782,4
xor1732,1
xor1780,3
xor2050,6
xor2189,5
xor3781,1
xor1132,5
xor1265,5
xor1288,3
xor1564,4
xor2029,3
xor2790,6
xor2017,5
xor3802,4
xor4025,2
xor464,4
xor925,5
xor2242,5
xor2447,6
xor2488,5
xor2698,5
xor2773,6
xor182,4
xor1332,5
xor2760,4
xor83,4
xor576,8
xor3278,7
xor3809,2
xor1903,4
xor2782,4
xor1053,5
xor1187,6
xor1299,5
xor1362,5
xor1959,2
xor2609,8
xor2857,4
xor3882,4
xor163,2
xor1276,6
xor2721,5
xor3869,5
xor2541,4
xor2648,6
xor3160,6
xor3362,4
xor3476,5
xor1347,6
xor1467,2
xor2375,4
xor3213,5
xor1506,6
xor1681,4
xor1735,2
xor2689,6
xor3346,6
xor799,5
xor1918,3
xor2395,3
xor3881,4
xor1197,5
xor1385,6
xor2093,4
xor2281,4
xor3604,5
xor96,5
xor1655,5
xor3423,6
xor3502,5
xor432,5
xor3710,2
xor81,4
xor1447,4
xor1652,5
xor600,5
xor581,6
xor1142,5
xor1527,6
xor3697,4
xor47,4
xor1155,5
xor2483,4
xor3194,6
xor4142,2
xor4144,4
xor928,7
xor2320,5
xor2233,4
xor3003,5
xor3500,5
xor3582,6
xor3990,3
xor107,5
xor3496,6
xor3745,4
xor1858,5
xor648,5
xor1331,4
xor1940,4
xor2776,5
xor3513,6
xor634,4
xor636,4
xor1463,3
xor2867,4
xor939,5
xor1313,3
xor1956,3
xor2148,5
xor2293,5
xor2667,5
xor1322,3
xor2039,4
xor2258,4
xor2587,6
xor3830,1
xor227,3
xor499,8
xor1994,6
xor2575,8
xor1485,1
xor2309,4
xor2647,7
xor1843,4
xor1960,0
xor2086,7
xor2696,6
xor906,6
xor1041,6
xor1328,4
xor1609,5
xor3702,4
xor3788,2
xor4073,6
xor560,7
xor667,6
xor1905,4
xor1936,2
xor2202,6
xor3890,5
xor3948,3
xor3031,5
xor3612,4
xor3925,4
xor254,4
xor1111,6
xor1997,6
xor459,5
xor807,6
xor1013,4
xor1076,8
xor1154,6
xor3591,4
xor1006,5
xor441,3
xor652,5
xor691,7
xor1767,0
xor1898,4
xor3999,3
xor4055,6
xor4117,2
xor1119,6
xor1942,4
xor2820,5
xor205,4
xor446,2
xor833,7
xor3473,3
xor3474,5
xor2674,5
xor2951,6
xor2999,6
xor3873,4
xor435,4
xor1231,7
xor2339,3
xor3559,2
xor19,4
xor2672,7
xor2732,6
xor3740,3
xor1671,4
xor2882,5
xor3846,0
xor285,5
xor2337,4
xor2528,5
xor2816,5
xor3257,7
xor1971,6
xor2377,4
xor1804,5
xor2706,4
xor2809,5
xor3018,6
xor3703,4
xor3420,6
xor109,5
xor777,5
xor812,8
xor1010,5
xor1432,4
xor1547,4
xor1899,4
xor3980,4
xor251,4
xor840,6
xor1091,6
xor1141,5
xor2561,7
xor2650,7
xor3025,6
xor1906,3
xor2783,4
xor3148,7
xor3465,5
xor2558,8
xor895,6
xor2082,7
xor2793,6
xor3603,6
xor3859,5
xor874,5
xor967,5
xor1114,6
xor2680,4
xor58,3
xor1233,6
xor1864,4
xor3599,5
xor3747,4
xor662,5
xor1598,4
xor2891,7
xor3412,4
xor658,5
xor1354,6
xor2880,5
xor577,7
xor1677,6
xor307,2
xor1126,5
xor1184,6
xor1237,4
xor1635,5
xor2370,5
xor2144,5
xor2317,6
xor3390,3
xor3613,4
xor76,3
xor480,7
xor2646,6
xor3135,5
xor321,3
xor2138,6
xor1201,7
xor2740,4
xor3126,4
xor3132,6
xor3381,4
xor3884,4
xor54,7
xor608,7
xor2836,5
xor3548,2
xor3922,4
xor937,5
xor3152,8
xor4021,3
xor1668,3
xor1969,1
xor2303,3
xor4131,4
xor311,4
xor1745,2
xor3308,6
xor3957,4
xor2803,8
xor3287,4
xor3983,4
xor2458,6
xor46,5
xor113,5
xor998,6
xor2381,4
xor3289,6
xor4011,2
xor2072,3
xor2290,4
xor2897,6
xor392,5
xor2061,4
xor2203,6
xor2928,7
xor4069,4
xor765,5
xor1329,6
xor3514,6
xor3791,2
xor263,3
xor613,6
xor1752,2
xor2516,4
xor3713,4
xor4067,4
xor419,4
xor545,8
xor1162,4
xor3642,3
xor614,6
xor2220,4
xor3104,5
xor3557,2
xor4031,2
xor332,4
xor3038,7
xor50,4
xor1050,4
xor1525,4
xor1558,3
xor2142,4
xor2385,4
xor3219,5
xor3868,4
xor3926,4
xor1697,4
xor3731,5
xor637,5
xor837,7
xor1319,5
xor2971,6
xor3430,6
xor3486,3
xor3086,5
xor3256,8
xor3916,4
xor1868,3
xor2635,6
xor2810,5
xor761,5
xor2907,6
xor3594,4
xor352,5
xor1072,7
xor1300,5
xor2022,4
xor3410,5
xor4090,4
xor195,4
xor2623,7
xor3808,1
xor179,3
xor510,6
xor645,5
xor1429,5
xor3528,5
xor344,6
xor2893,6
xor3033,6
xor4076,5
xor921,5
xor1616,3
xor2047,2
xor2170,4
xor1120,5
xor1536,4
xor2378,3
xor3539,3
xor94,4
xor1710,3
xor1986,2
xor2767,7
xor3564,4
xor3677,4
xor56,4
xor2868,4
xor3962,3
xor4068,5
xor38,5
xor2240,3
xor2279,4
xor1287,3
xor1425,6
xor3605,5
xor1704,2
xor2675,5
xor2866,5
xor4066,3
xor834,7
xor1870,4
xor2000,5
xor2401,2
xor2556,7
xor3068,6
xor3110,6
xor3388,4
xor2633,4
xor2707,6
xor3283,4
xor316,3
xor587,5
xor1760,1
xor2613,7
xor3273,5
xor1446,4
xor2087,6
xor3175,4
xor3765,4
xor420,4
xor2195,5
xor3649,5
xor1095,5
xor1611,4
xor1988,5
xor2315,4
xor2845,5
xor2849,4
xor3535,2
xor4017,4
xor4104,2
xor4141,3
xor1304,4
xor3101,7
xor3425,6
xor3499,4
xor3942,4
xor259,5
xor579,5
xor1892,4
xor2442,5
xor3306,5
xor3377,4
xor1585,4
xor1627,4
xor2738,5
xor3958,4
xor1109,5
xor1351,4
xor1763,1
xor2340,4
xor3567,5
xor484,7
xor3084,6
xor1623,3
xor288,6
xor296,4
xor3328,5
xor2355,4
xor2521,4
xor66,4
xor149,3
xor651,5
xor4119,3
xor141,5
xor1660,4
xor2040,4
xor2174,4
xor2537,5
xor3122,6
xor3935,5
xor612,6
xor4080,5
xor410,4
xor1458,3
xor2860,6
xor248,5
xor956,5
xor2518,5
xor2550,5
xor261,4
xor1390,6
xor2465,6
xor2720,6
xor3751,4
xor3888,4
xor324,5
xor599,5
xor3818,1
xor1001,5
xor1160,3
xor1216,5
xor1672,5
xor2302,4
xor2844,4
xor3726,4
xor2855,5
xor3814,2
xor3943,4
xor1272,4
xor1630,4
xor2852,4
xor3736,4
xor1409,4
xor3210,5
xor32,6
xor539,7
xor3418,7
xor3633,4
xor35,7
xor257,4
xor306,5
xor877,6
xor1651,4
xor2359,5
xor2542,4
xor3978,3
xor108,5
xor734,5
xor759,5
xor1357,5
xor3030,7
xor1581,6
xor2663,5
xor3575,3
xor4132,4
xor886,5
xor1191,6
xor1352,5
xor1508,6
xor2027,3
xor3734,5
xor429,4
xor3665,6
xor1567,3
xor1366,7
xor2169,5
xor986,6
xor1244,4
xor1435,6
xor3063,5
xor3112,5
xor27,7
xor1285,5
xor1455,3
xor2649,8
xor2871,4
xor3851,6
xor175,5
xor270,5
xor2068,4
xor2038,3
xor3688,4
xor3886,6
xor3912,6
xor292,4
xor1719,0
xor2011,4
xor3872,4
xor995,6
xor2133,4
xor1798,4
xor2338,5
xor2553,2
xor269,7
xor639,5
xor808,7
xor969,5
xor1559,4
xor2722,6
xor3201,5
xor3763,3
xor51,4
xor1703,2
xor1715,2
xor1784,5
xor3036,4
xor3694,4
xor456,5
xor755,4
xor1241,4
xor1667,5
xor2006,4
xor2388,4
xor2822,5
xor2943,6
xor3411,3
xor267,7
xor1571,4
xor1928,2
xor390,4
xor798,5
xor3083,7
xor481,8
xor661,4
xor3627,4
xor3985,4
xor1642,3
xor3216,5
xor3304,3
xor211,4
xor229,4
xor1295,4
xor2382,5
xor4138,5
xor1308,4
xor2923,6
xor3478,5
xor1042,6
xor1449,3
xor1731,2
xor2358,4
xor752,5
xor1225,5
xor1656,6
xor2348,4
xor240,4
xor286,3
xor571,7
xor739,5
xor1696,2
xor439,1
xor2902,7
xor353,4
xor1807,5
xor1284,5
xor680,5
xor1234,6
xor1724,0
xor2572,7
xor3590,4
xor1301,4
xor1462,2
xor1982,4
xor2247,5
xor3572,3
xor278,4
xor1375,7
xor2275,5
xor2755,5
xor3058,5
xor206,3
xor527,7
xor3102,6
xor1336,4
xor2191,5
xor3301,5
xor3351,6
xor575,6
xor747,5
xor1273,6
xor1376,5
xor2321,5
xor2835,5
xor4091,3
xor1411,3
xor1830,4
xor3121,6
xor1844,8
xor1934,2
xor2369,4
xor2495,4
xor3130,6
xor3797,1
xor3891,5
xor1007,7
xor1228,3
xor1341,7
xor2214,4
xor3071,6
xor3965,4
xor4149,2
xor922,5
xor2004,5
xor2410,7
xor2522,2
xor2789,5
xor4094,4
xor1561,3
xor3098,7
